Start Date,Unleaded Price,Diesel Price
06/22/2017,2.2757,2.4624
06/23/2017,2.2696,2.4587
06/24/2017,2.2648,2.4567
06/25/2017,2.2613,2.4551
06/26/2017,2.254,2.4508
06/27/2017,2.2467,2.4477
06/28/2017,2.2419,2.4448
06/29/2017,2.2384,2.4424
06/30/2017,2.2347,2.4413
07/01/2017,2.2336,2.4424
07/02/2017,2.2332,2.4428
07/03/2017,2.2316,2.4425
07/04/2017,2.231,2.4431
07/05/2017,2.2409,2.4451
07/06/2017,2.2575,2.4465
07/07/2017,2.2623,2.4471
07/08/2017,2.262,2.447
07/09/2017,2.2612,2.4463
07/10/2017,2.2591,2.4456
07/11/2017,2.2571,2.4449
07/12/2017,2.2561,2.4446
07/13/2017,2.2548,2.4442
07/14/2017,2.2535,2.4439
07/15/2017,2.252,2.4439
07/16/2017,2.2513,2.4438
07/17/2017,2.2572,2.4443
07/18/2017,2.2677,2.4459
07/19/2017,2.2741,2.4473
07/20/2017,2.2804,2.4497
07/21/2017,2.2827,2.4524
07/22/2017,2.2826,2.4533
07/23/2017,2.2817,2.4534
07/24/2017,2.281,2.4537
07/25/2017,2.2818,2.4536
07/26/2017,2.2861,2.4552
07/27/2017,2.2968,2.4592
07/28/2017,2.3082,2.4643
07/29/2017,2.3118,2.4677
07/30/2017,2.3131,2.4696
07/31/2017,2.319,2.4762
08/01/2017,2.329,2.4847
08/02/2017,2.3327,2.4895
08/03/2017,2.3432,2.499
08/04/2017,2.3453,2.5047
08/05/2017,2.3455,2.5088
08/06/2017,2.345,2.5105
08/07/2017,2.35,2.5148
08/08/2017,2.358,2.5197
08/09/2017,2.3593,2.5221
08/10/2017,2.3582,2.5249
08/11/2017,2.3558,2.5262
08/12/2017,2.3536,2.5268
08/13/2017,2.3523,2.5273
08/14/2017,2.3498,2.5284
08/15/2017,2.3466,2.5284
08/16/2017,2.3435,2.5281
08/17/2017,2.3402,2.5275
08/18/2017,2.3373,2.5278
08/19/2017,2.3352,2.5278
08/20/2017,2.3336,2.5278
08/21/2017,2.3366,2.5273
08/22/2017,2.3433,2.5277
08/23/2017,2.3475,2.5272
08/24/2017,2.3511,2.528
08/25/2017,2.3583,2.5298
08/26/2017,2.3622,2.5319
08/27/2017,2.3643,2.534
08/28/2017,2.3775,2.5395
08/29/2017,2.403,2.5483
08/30/2017,2.4469,2.563
08/31/2017,2.5162,2.5883
09/01/2017,2.5864,2.6213
09/02/2017,2.6161,2.6401
09/03/2017,2.6321,2.6543
09/04/2017,2.6465,2.668
09/05/2017,2.6601,2.6819
09/06/2017,2.6709,2.6921
09/07/2017,2.6727,2.6991
09/08/2017,2.6717,2.7062
09/09/2017,2.67,2.7099
09/10/2017,2.668,2.7122
09/11/2017,2.6622,2.7152
09/12/2017,2.6561,2.7164
09/13/2017,2.6493,2.7173
09/14/2017,2.6419,2.7182
09/15/2017,2.633,2.7188
09/16/2017,2.6273,2.719
09/17/2017,2.6234,2.7188
09/18/2017,2.6156,2.719
09/19/2017,2.607,2.7197
09/20/2017,2.5988,2.7197
09/21/2017,2.5901,2.72
09/22/2017,2.5815,2.7207
09/23/2017,2.5766,2.7212
09/24/2017,2.5729,2.7218
09/25/2017,2.5692,2.7228
09/26/2017,2.5723,2.7254
09/27/2017,2.5735,2.7277
09/28/2017,2.5683,2.7292
09/29/2017,2.5611,2.731
09/30/2017,2.5558,2.7319
10/01/2017,2.5519,2.7325
10/02/2017,2.5435,2.7337
10/03/2017,2.534,2.7338
10/04/2017,2.5238,2.7332
10/05/2017,2.5144,2.732
10/06/2017,2.5055,2.7312
10/07/2017,2.4995,2.7304
10/08/2017,2.495,2.7299
10/09/2017,2.486,2.7287
10/10/2017,2.4783,2.7277
10/11/2017,2.4781,2.7263
10/12/2017,2.4816,2.7258
10/13/2017,2.4771,2.7251
10/14/2017,2.4734,2.7247
10/15/2017,2.4706,2.7247
10/16/2017,2.4659,2.7249
10/17/2017,2.4614,2.7266
10/18/2017,2.4568,2.7277
10/19/2017,2.4577,2.7285
10/20/2017,2.4591,2.729
10/21/2017,2.4576,2.7294
10/22/2017,2.4556,2.7297
10/23/2017,2.4557,2.7309
10/24/2017,2.4583,2.7333
10/25/2017,2.4624,2.7364
10/26/2017,2.4658,2.7382
10/27/2017,2.4664,2.7403
10/28/2017,2.4659,2.7418
10/29/2017,2.4654,2.7433
10/30/2017,2.4687,2.7464
10/31/2017,2.481,2.7515
11/01/2017,2.5027,2.7618
11/02/2017,2.5154,2.7715
11/03/2017,2.5232,2.7792
11/04/2017,2.5256,2.7834
11/05/2017,2.5273,2.7866
11/06/2017,2.5346,2.7922
11/07/2017,2.5476,2.801
11/08/2017,2.5566,2.8098
11/09/2017,2.5598,2.8163
11/10/2017,2.5602,2.8216
11/11/2017,2.5595,2.8249
11/12/2017,2.5585,2.827
11/13/2017,2.5596,2.8308
11/14/2017,2.5631,2.8336
11/15/2017,2.561,2.8354
11/16/2017,2.5558,2.8362
11/17/2017,2.5486,2.8358
11/18/2017,2.5439,2.8356
11/19/2017,2.5405,2.8358
11/20/2017,2.5334,2.8365
11/21/2017,2.526,2.8373
11/22/2017,2.5199,2.8379
11/23/2017,2.5176,2.8383
11/24/2017,2.5128,2.8388
11/25/2017,2.5094,2.8391
11/26/2017,2.5068,2.8391
11/27/2017,2.5021,2.8387
11/28/2017,2.4992,2.8388
11/29/2017,2.495,2.8396
11/30/2017,2.49,2.84
12/01/2017,2.4843,2.8397
12/02/2017,2.4802,2.8402
12/03/2017,2.4771,2.8404
12/04/2017,2.4763,2.8407
12/05/2017,2.4781,2.8405
12/06/2017,2.4769,2.8397
12/07/2017,2.4735,2.8387
12/08/2017,2.4683,2.8381
12/09/2017,2.4648,2.8372
12/10/2017,2.4619,2.837
12/11/2017,2.4575,2.8356
12/12/2017,2.4541,2.8355
12/13/2017,2.4529,2.8347
12/14/2017,2.4473,2.8343
12/15/2017,2.4398,2.8336
12/16/2017,2.4344,2.8327
12/17/2017,2.4303,2.8323
12/18/2017,2.422,2.8313
12/19/2017,2.4222,2.8307
12/20/2017,2.4292,2.831
12/21/2017,2.4357,2.8317
12/22/2017,2.4409,2.8332
12/23/2017,2.4427,2.8336
12/24/2017,2.4431,2.8342
12/25/2017,2.4435,2.8344
12/26/2017,2.4467,2.8371
12/27/2017,2.4606,2.8435
12/28/2017,2.4764,2.8526
12/29/2017,2.4828,2.8602
12/30/2017,2.485,2.8656
12/31/2017,2.4858,2.8684
01/01/2018,2.4858,2.8705
01/02/2018,2.4853,2.8771
01/03/2018,2.4863,2.8854
01/04/2018,2.4891,2.8924
01/05/2018,2.4906,2.8988
01/06/2018,2.4908,2.9017
01/07/2018,2.4906,2.9039
01/08/2018,2.4906,2.9075
01/09/2018,2.4933,2.9109
01/10/2018,2.5064,2.9146
01/11/2018,2.5193,2.9196
01/12/2018,2.525,2.9238
01/13/2018,2.5262,2.9264
01/14/2018,2.5264,2.9283
01/15/2018,2.5297,2.9313
01/16/2018,2.533,2.9363
01/17/2018,2.5336,2.939
01/18/2018,2.535,2.9419
01/19/2018,2.5371,2.9435
01/20/2018,2.5371,2.9434
01/21/2018,2.5372,2.9441
01/22/2018,2.5421,2.9461
01/23/2018,2.5521,2.9479
01/24/2018,2.5628,2.9512
01/25/2018,2.57,2.9563
01/26/2018,2.5743,2.9634
01/27/2018,2.5763,2.9678
01/28/2018,2.5774,2.9706
01/29/2018,2.5853,2.977
01/30/2018,2.5912,2.9836
01/31/2018,2.5942,2.9877
02/01/2018,2.6004,2.9917
02/02/2018,2.603,2.9947
02/03/2018,2.6031,2.996
02/04/2018,2.604,2.997
02/05/2018,2.6052,2.999
02/06/2018,2.6046,3.0008
02/07/2018,2.6016,2.9997
02/08/2018,2.5962,2.9981
02/09/2018,2.5887,2.9954
02/10/2018,2.583,2.9936
02/11/2018,2.5789,2.9923
02/12/2018,2.57,2.9878
02/13/2018,2.5598,2.9835
02/14/2018,2.5515,2.9793
02/15/2018,2.5444,2.9756
02/16/2018,2.5377,2.9723
02/17/2018,2.5333,2.9699
02/18/2018,2.5301,2.9688
02/19/2018,2.5259,2.965
02/20/2018,2.5257,2.9629
02/21/2018,2.5243,2.9612
02/22/2018,2.5231,2.9598
02/23/2018,2.52,2.9586
02/24/2018,2.5183,2.9577
02/25/2018,2.5167,2.9566
02/26/2018,2.5182,2.9547
02/27/2018,2.5299,2.9543
02/28/2018,2.5391,2.9545
03/01/2018,2.5403,2.9531
03/02/2018,2.5363,2.951
03/03/2018,2.5324,2.9492
03/04/2018,2.5299,2.9479
03/05/2018,2.5262,2.9464
03/06/2018,2.5262,2.9453
03/07/2018,2.5312,2.9433
03/08/2018,2.5337,2.9411
03/09/2018,2.5303,2.9386
03/10/2018,2.5271,2.9378
03/11/2018,2.5243,2.9371
03/12/2018,2.5227,2.9353
03/13/2018,2.5238,2.933
03/14/2018,2.5273,2.9313
03/15/2018,2.5318,2.9299
03/16/2018,2.536,2.9301
03/17/2018,2.5415,2.9299
03/18/2018,2.5481,2.9301
03/19/2018,2.5578,2.9294
03/20/2018,2.5653,2.9305
03/21/2018,2.574,2.9315
03/22/2018,2.5895,2.9343
03/23/2018,2.6012,2.9377
03/24/2018,2.6059,2.9401
03/25/2018,2.6083,2.9419
03/26/2018,2.62,2.9466
03/27/2018,2.6346,2.9528
03/28/2018,2.645,2.958
03/29/2018,2.6526,2.9622
03/30/2018,2.6545,2.9657
03/31/2018,2.6556,2.9674
04/01/2018,2.6573,2.9689
04/02/2018,2.6584,2.9702
04/03/2018,2.6576,2.9714
04/04/2018,2.6573,2.9722
04/05/2018,2.661,2.9721
04/06/2018,2.6627,2.9729
04/07/2018,2.6614,2.9734
04/08/2018,2.6599,2.9739
04/09/2018,2.6582,2.9733
04/10/2018,2.6593,2.9743
04/11/2018,2.6736,2.98
04/12/2018,2.6959,2.9902
04/13/2018,2.7065,2.9985
04/14/2018,2.7091,3.0034
04/15/2018,2.7107,3.0075
04/16/2018,2.7192,3.0125
04/17/2018,2.7308,3.0168
04/18/2018,2.7381,3.0199
04/19/2018,2.7492,3.0241
04/20/2018,2.7569,3.0291
04/21/2018,2.7591,3.0322
04/22/2018,2.76,3.0351
04/23/2018,2.767,3.0384
04/24/2018,2.781,3.0431
04/25/2018,2.7907,3.0475
04/26/2018,2.7981,3.0526
04/27/2018,2.8031,3.0581
04/28/2018,2.8059,3.0611
04/29/2018,2.8082,3.0637
04/30/2018,2.8099,3.0666
05/01/2018,2.813,3.0697
05/02/2018,2.8158,3.0717
05/03/2018,2.8155,3.0731
05/04/2018,2.8132,3.0744
05/05/2018,2.8118,3.0763
05/06/2018,2.8108,3.0775
05/07/2018,2.8131,3.0802
05/08/2018,2.8255,3.0857
05/09/2018,2.8428,3.0921
05/10/2018,2.8561,3.1037
05/11/2018,2.8652,3.1177
05/12/2018,2.8675,3.1246
05/13/2018,2.8688,3.1302
05/14/2018,2.8779,3.1397
05/15/2018,2.8904,3.149
05/16/2018,2.9002,3.1562
05/17/2018,2.9128,3.1645
05/18/2018,2.9203,3.173
05/19/2018,2.9222,3.1775
05/20/2018,2.9235,3.1811
05/21/2018,2.9312,3.1877
05/22/2018,2.9453,3.1939
05/23/2018,2.959,3.2002
05/24/2018,2.9678,3.2062
05/25/2018,2.9696,3.2096
05/26/2018,2.9682,3.2114
05/27/2018,2.9676,3.2135
05/28/2018,2.9669,3.213
05/29/2018,2.9627,3.2146
05/30/2018,2.9582,3.2135
05/31/2018,2.9554,3.2121
06/01/2018,2.9523,3.2111
06/02/2018,2.9494,3.2108
06/03/2018,2.947,3.2114
06/04/2018,2.9422,3.2095
06/05/2018,2.94,3.2071
06/06/2018,2.9387,3.205
06/07/2018,2.9334,3.2023
06/08/2018,2.9269,3.2002
06/09/2018,2.9228,3.199
06/10/2018,2.9199,3.1986
06/11/2018,2.9146,3.1971
06/12/2018,2.9087,3.1941
06/13/2018,2.9041,3.1921
06/14/2018,2.9037,3.1905
06/15/2018,2.9014,3.1887
06/16/2018,2.8971,3.1871
06/17/2018,2.8936,3.1865
06/18/2018,2.8854,3.1824
06/19/2018,2.8776,3.1798
06/20/2018,2.8701,3.1766
06/21/2018,2.8626,3.1743
06/22/2018,2.8543,3.171
06/23/2018,2.8497,3.1697
06/24/2018,2.8468,3.1681
06/25/2018,2.8456,3.1651
06/26/2018,2.8473,3.1632
06/27/2018,2.8478,3.1616
06/28/2018,2.8525,3.1618
06/29/2018,2.8532,3.1623
06/30/2018,2.8535,3.1639
07/01/2018,2.8534,3.1647
07/02/2018,2.8594,3.1648
07/03/2018,2.8654,3.1664
07/04/2018,2.8648,3.1663
07/05/2018,2.8651,3.1676
07/06/2018,2.8651,3.1685
07/07/2018,2.8639,3.169
07/08/2018,2.8625,3.1695
07/09/2018,2.8619,3.1689
07/10/2018,2.8713,3.1703
07/11/2018,2.8827,3.1719
07/12/2018,2.8848,3.1715
07/13/2018,2.8808,3.17
07/14/2018,2.8776,3.1695
07/15/2018,2.8753,3.1695
07/16/2018,2.8706,3.1676
07/17/2018,2.8642,3.1657
07/18/2018,2.8571,3.163
07/19/2018,2.8511,3.1609
07/20/2018,2.8455,3.1587
07/21/2018,2.8425,3.1578
07/22/2018,2.8401,3.1576
07/23/2018,2.8389,3.1554
07/24/2018,2.8456,3.1543
07/25/2018,2.8518,3.1533
07/26/2018,2.8538,3.1527
07/27/2018,2.8557,3.1533
07/28/2018,2.8557,3.1538
07/29/2018,2.8557,3.1542
07/30/2018,2.8614,3.1543
07/31/2018,2.8687,3.1556
08/01/2018,2.8732,3.1565
08/02/2018,2.8726,3.1561
08/03/2018,2.8693,3.156
08/04/2018,2.8667,3.1554
08/05/2018,2.8648,3.1553
08/06/2018,2.8626,3.1543
08/07/2018,2.865,3.1546
08/08/2018,2.868,3.1545
08/09/2018,2.8663,3.154
08/10/2018,2.8626,3.1531
08/11/2018,2.8597,3.1528
08/12/2018,2.8579,3.1526
08/13/2018,2.8571,3.1513
08/14/2018,2.8571,3.1505
08/15/2018,2.8535,3.1497
08/16/2018,2.8493,3.1486
08/17/2018,2.8441,3.1472
08/18/2018,2.8401,3.1461
08/19/2018,2.837,3.1456
08/20/2018,2.8315,3.1433
08/21/2018,2.8271,3.1424
08/22/2018,2.8282,3.1419
08/23/2018,2.8371,3.1423
08/24/2018,2.8399,3.1437
08/25/2018,2.8384,3.1445
08/26/2018,2.8365,3.1449
08/27/2018,2.8349,3.1467
08/28/2018,2.8372,3.1497
08/29/2018,2.8371,3.1538
08/30/2018,2.8378,3.1579
08/31/2018,2.8371,3.1614
09/01/2018,2.8359,3.1633
09/02/2018,2.8349,3.1653
09/03/2018,2.8341,3.1663
09/04/2018,2.8424,3.1707
09/05/2018,2.8528,3.1743
09/06/2018,2.8531,3.1767
09/07/2018,2.8496,3.1777
09/08/2018,2.8464,3.1779
09/09/2018,2.845,3.1783
09/10/2018,2.8424,3.178
09/11/2018,2.8387,3.1784
09/12/2018,2.8434,3.1792
09/13/2018,2.8506,3.1807
09/14/2018,2.852,3.1825
09/15/2018,2.851,3.1836
09/16/2018,2.8495,3.1852
09/17/2018,2.8456,3.1851
09/18/2018,2.8423,3.1843
09/19/2018,2.8449,3.1831
09/20/2018,2.851,3.1839
09/21/2018,2.8525,3.1848
09/22/2018,2.8517,3.1852
09/23/2018,2.8504,3.1856
09/24/2018,2.8553,3.1848
09/25/2018,2.8663,3.1892
09/26/2018,2.872,3.1942
09/27/2018,2.8743,3.2
09/28/2018,2.8758,3.2044
09/29/2018,2.8763,3.2077
09/30/2018,2.8763,3.2098
10/01/2018,2.8849,3.2173
10/02/2018,2.901,3.2303
10/03/2018,2.9101,3.2425
10/04/2018,2.9138,3.2558
10/05/2018,2.9141,3.2666
10/06/2018,2.913,3.2721
10/07/2018,2.9125,3.2752
10/08/2018,2.9113,3.2809
10/09/2018,2.9109,3.287
10/10/2018,2.9092,3.291
10/11/2018,2.906,3.2954
10/12/2018,2.9002,3.2975
10/13/2018,2.8959,3.2977
10/14/2018,2.8926,3.2981
10/15/2018,2.8861,3.2987
10/16/2018,2.8788,3.2981
10/17/2018,2.8724,3.2974
10/18/2018,2.8655,3.2967
10/19/2018,2.859,3.2958
10/20/2018,2.8547,3.295
10/21/2018,2.8518,3.2945
10/22/2018,2.8459,3.2933
10/23/2018,2.8439,3.2923
10/24/2018,2.8418,3.291
10/25/2018,2.8371,3.2894
10/26/2018,2.8288,3.2874
10/27/2018,2.8232,3.2864
10/28/2018,2.8184,3.2859
10/29/2018,2.8094,3.2832
10/30/2018,2.8007,3.2819
10/31/2018,2.7928,3.2801
11/01/2018,2.7841,3.2776
11/02/2018,2.7742,3.275
11/03/2018,2.7682,3.2735
11/04/2018,2.7644,3.2726
11/05/2018,2.7552,3.2696
11/06/2018,2.7459,3.2675
11/07/2018,2.735,3.2634
11/08/2018,2.7238,3.2606
11/09/2018,2.712,3.2576
11/10/2018,2.704,3.2558
11/11/2018,2.6983,3.2543
11/12/2018,2.6873,3.2501
11/13/2018,2.6777,3.2466
11/14/2018,2.6667,3.2415
11/15/2018,2.6548,3.2365
11/16/2018,2.6411,3.2321
11/17/2018,2.6326,3.2292
11/18/2018,2.6254,3.2259
11/19/2018,2.6245,3.2227
11/20/2018,2.6118,3.2196
11/21/2018,2.5999,3.2171
11/22/2018,2.5864,3.2118
11/23/2018,2.5807,3.2112
11/24/2018,2.5674,3.2044
11/25/2018,2.5614,3.203
11/26/2018,2.5547,3.1985
11/27/2018,2.5415,3.1943
11/28/2018,2.5273,3.1895
11/29/2018,2.511,3.1815
11/30/2018,2.4933,3.1717
12/01/2018,2.4766,3.1618
12/02/2018,2.4669,3.158
12/03/2018,2.4595,3.1525
12/04/2018,2.4472,3.1436
12/05/2018,2.4447,3.1367
12/06/2018,2.443,3.1297
12/07/2018,2.4357,3.1225
12/08/2018,2.4269,3.1164
12/09/2018,2.4226,3.115
12/10/2018,2.4196,3.1109
12/11/2018,2.413,3.1051
12/12/2018,2.4069,3.0998
12/13/2018,2.3992,3.0931
12/14/2018,2.3901,3.0878
12/15/2018,2.3829,3.0827
12/16/2018,2.3778,3.0801
12/17/2018,2.3734,3.0738
12/18/2018,2.3692,3.0679
12/19/2018,2.3689,3.0644
12/20/2018,2.3603,3.0575
12/21/2018,2.3494,3.0493
12/22/2018,2.3368,3.0424
12/23/2018,2.3284,3.0373
12/24/2018,2.3222,3.0306
12/25/2018,2.313,3.0266
12/26/2018,2.3099,3.0263
12/27/2018,2.2974,3.0171
12/28/2018,2.2889,3.0144
12/29/2018,2.2777,3.0064
12/30/2018,2.2708,3.0011
12/31/2018,2.2658,2.9945
01/01/2019,2.2566,2.9894
01/02/2019,2.2534,2.9886
01/03/2019,2.2495,2.9801
01/04/2019,2.2503,2.9758
01/05/2019,2.2447,2.9694
01/06/2019,2.2401,2.9656
01/07/2019,2.2372,2.9595
01/08/2019,2.2323,2.9534
01/09/2019,2.2302,2.95
01/10/2019,2.2345,2.9451
01/11/2019,2.2434,2.9408
01/12/2019,2.245,2.9384
01/13/2019,2.2448,2.9375
01/14/2019,2.2452,2.9331
01/15/2019,2.2426,2.931
01/16/2019,2.2423,2.9304
01/17/2019,2.2417,2.9273
01/18/2019,2.2424,2.9253
01/19/2019,2.2428,2.9242
01/20/2019,2.2436,2.9242
01/21/2019,2.2448,2.9214
01/22/2019,2.252,2.9189
01/23/2019,2.2691,2.9224
01/24/2019,2.2738,2.9251
01/25/2019,2.2728,2.9248
01/26/2019,2.2684,2.9248
01/27/2019,2.2645,2.9228
01/28/2019,2.2611,2.919
01/29/2019,2.2576,2.9195
01/30/2019,2.2565,2.9225
01/31/2019,2.2592,2.9225
02/01/2019,2.2616,2.9222
02/02/2019,2.2593,2.921
02/03/2019,2.2574,2.9211
02/04/2019,2.2561,2.9173
02/05/2019,2.2638,2.917
02/06/2019,2.2768,2.9207
02/07/2019,2.2806,2.921
02/08/2019,2.2826,2.9227
02/09/2019,2.2798,2.9219
02/10/2019,2.2782,2.921
02/11/2019,2.2776,2.9162
02/12/2019,2.2733,2.9174
02/13/2019,2.2728,2.9184
02/14/2019,2.2809,2.9186
02/15/2019,2.2949,2.9198
02/16/2019,2.3049,2.9244
02/17/2019,2.312,2.9293
02/18/2019,2.318,2.9291
02/19/2019,2.3357,2.9369
02/20/2019,2.3598,2.9498
02/21/2019,2.3758,2.9576
02/22/2019,2.3867,2.9629
02/23/2019,2.3923,2.9684
02/24/2019,2.3938,2.9716
02/25/2019,2.3946,2.971
02/26/2019,2.3986,2.9727
02/27/2019,2.4048,2.9796
02/28/2019,2.4127,2.9831
03/01/2019,2.4226,2.9867
03/02/2019,2.4255,2.99
03/03/2019,2.4265,2.9927
03/04/2019,2.4271,2.9937
03/05/2019,2.4301,2.9968
03/06/2019,2.4382,2.998
03/07/2019,2.4479,2.9999
03/08/2019,2.46,3.002
03/09/2019,2.4707,3.0041
03/10/2019,2.4761,3.0059
03/11/2019,2.4792,3.0051
03/12/2019,2.4922,3.007
03/13/2019,2.5102,3.0096
03/14/2019,2.5219,3.0123
03/15/2019,2.5339,3.0142
03/16/2019,2.5426,3.0144
03/17/2019,2.5448,3.0147
03/18/2019,2.5452,3.0129
03/19/2019,2.5585,3.014
03/20/2019,2.5808,3.0167
03/21/2019,2.5951,3.0171
03/22/2019,2.6112,3.019
03/23/2019,2.6212,3.0204
03/24/2019,2.6256,3.0213
03/25/2019,2.6282,3.0211
03/26/2019,2.6477,3.0222
03/27/2019,2.6726,3.0241
03/28/2019,2.6853,3.0265
03/29/2019,2.6911,3.0283
03/30/2019,2.6916,3.0285
03/31/2019,2.6916,3.0285
04/01/2019,2.6917,3.028
04/02/2019,2.6946,3.0279
04/03/2019,2.7025,3.0302
04/04/2019,2.7151,3.0316
04/05/2019,2.7274,3.0338
04/06/2019,2.7353,3.0365
04/07/2019,2.7389,3.0378
04/08/2019,2.7421,3.0371
04/09/2019,2.7476,3.0392
04/10/2019,2.7608,3.0453
04/11/2019,2.7836,3.0506
04/12/2019,2.8112,3.0564
04/13/2019,2.8231,3.0628
04/14/2019,2.8266,3.0664
04/15/2019,2.8296,3.0674
04/16/2019,2.8312,3.0687
04/17/2019,2.8324,3.0722
04/18/2019,2.8355,3.075
04/19/2019,2.839,3.0767
04/20/2019,2.8416,3.0793
04/21/2019,2.8424,3.0808
04/22/2019,2.8423,3.0783
04/23/2019,2.8494,3.0799
04/24/2019,2.8659,3.0838
04/25/2019,2.8771,3.0884
04/26/2019,2.8831,3.0919
04/27/2019,2.8861,3.0957
04/28/2019,2.8858,3.0992
04/29/2019,2.8863,3.0999
04/30/2019,2.8822,3.0995
05/01/2019,2.8825,3.1014
05/02/2019,2.8884,3.1032
05/03/2019,2.8949,3.1034
05/04/2019,2.895,3.1037
05/05/2019,2.8944,3.1054
05/06/2019,2.8946,3.1055
05/07/2019,2.8887,3.1032
05/08/2019,2.8832,3.1044
05/09/2019,2.8767,3.1041
05/10/2019,2.8719,3.103
05/11/2019,2.8661,3.1006
05/12/2019,2.8629,3.1013
05/13/2019,2.862,3.1003
05/14/2019,2.8597,3.0978
05/15/2019,2.8623,3.098
05/16/2019,2.861,3.0981
05/17/2019,2.859,3.0978
05/18/2019,2.8544,3.0976
05/19/2019,2.8506,3.0998
05/20/2019,2.8504,3.099
05/21/2019,2.8453,3.0995
05/22/2019,2.8428,3.1003
05/23/2019,2.845,3.1001
05/24/2019,2.8455,3.1
05/25/2019,2.8383,3.0988
05/26/2019,2.833,3.0979
05/27/2019,2.8318,3.0956
05/28/2019,2.8272,3.0941
05/29/2019,2.8184,3.0916
05/30/2019,2.8201,3.0908
05/31/2019,2.8249,3.0883
06/01/2019,2.8202,3.0852
06/02/2019,2.8156,3.0843
06/03/2019,2.8127,3.0826
06/04/2019,2.8033,3.0767
06/05/2019,2.7948,3.0721
06/06/2019,2.7834,3.0663
06/07/2019,2.7707,3.0607
06/08/2019,2.7578,3.0546
06/09/2019,2.75,3.0527
06/10/2019,2.746,3.0501
06/11/2019,2.7329,3.0416
06/12/2019,2.7234,3.0363
06/13/2019,2.7159,3.0307
06/14/2019,2.7074,3.0256
06/15/2019,2.696,3.0201
06/16/2019,2.6892,3.0178
06/17/2019,2.6852,3.0142
06/18/2019,2.679,3.008
06/19/2019,2.6756,3.0052
06/20/2019,2.6692,3.0012
06/21/2019,2.666,2.9976
06/22/2019,2.6629,2.9945
06/23/2019,2.661,2.9943
06/24/2019,2.6619,2.993
06/25/2019,2.671,2.9914
06/26/2019,2.684,2.9923
06/27/2019,2.6931,2.993
06/28/2019,2.7083,2.9951
06/29/2019,2.7156,2.9966
06/30/2019,2.7162,2.9971
07/01/2019,2.7172,2.9973
07/02/2019,2.7303,3.0013
07/03/2019,2.7481,3.0059
07/04/2019,2.7579,3.0071
07/05/2019,2.7591,3.0074
07/06/2019,2.7569,3.0068
07/07/2019,2.7548,3.008
07/08/2019,2.7535,3.0059
07/09/2019,2.7492,3.0039
07/10/2019,2.7496,3.0034
07/11/2019,2.7552,3.0031
07/12/2019,2.7746,3.0041
07/13/2019,2.7858,3.0064
07/14/2019,2.7887,3.0091
07/15/2019,2.7917,3.0098
07/16/2019,2.7932,3.0097
07/17/2019,2.7933,3.01
07/18/2019,2.7903,3.0093
07/19/2019,2.7839,3.0072
07/20/2019,2.7756,3.0052
07/21/2019,2.7699,3.0043
07/22/2019,2.7671,3.001
07/23/2019,2.7576,2.9989
07/24/2019,2.7503,2.9975
07/25/2019,2.7508,2.9955
07/26/2019,2.7493,2.9929
07/27/2019,2.7423,2.9923
07/28/2019,2.7374,2.9919
07/29/2019,2.7352,2.9897
07/30/2019,2.7268,2.9885
07/31/2019,2.7209,2.9879
08/01/2019,2.7192,2.9871
08/02/2019,2.7206,2.9871
08/03/2019,2.7155,2.9866
08/04/2019,2.7119,2.9864
08/05/2019,2.7097,2.9855
08/06/2019,2.7017,2.9821
08/07/2019,2.6935,2.9804
08/08/2019,2.6836,2.9769
08/09/2019,2.6715,2.9729
08/10/2019,2.6598,2.9693
08/11/2019,2.6523,2.9676
08/12/2019,2.648,2.9647
08/13/2019,2.6433,2.9604
08/14/2019,2.6423,2.958
08/15/2019,2.641,2.9561
08/16/2019,2.6362,2.9539
08/17/2019,2.6272,2.9521
08/18/2019,2.6213,2.9504
08/19/2019,2.6175,2.9483
08/20/2019,2.609,2.945
08/21/2019,2.6028,2.9453
08/22/2019,2.6007,2.9424
08/23/2019,2.6023,2.9415
08/24/2019,2.5975,2.9398
08/25/2019,2.5926,2.939
08/26/2019,2.591,2.9374
08/27/2019,2.5854,2.9345
08/28/2019,2.5826,2.9333
08/29/2019,2.5792,2.9326
08/30/2019,2.5805,2.9311
08/31/2019,2.5798,2.93
09/01/2019,2.5777,2.9306
09/02/2019,2.5767,2.9305
09/03/2019,2.5731,2.9287
09/04/2019,2.5733,2.928
09/05/2019,2.5734,2.9271
09/06/2019,2.5699,2.9266
09/07/2019,2.5651,2.9261
09/08/2019,2.5623,2.9261
09/09/2019,2.5614,2.924
09/10/2019,2.5607,2.9221
09/11/2019,2.5679,2.9248
09/12/2019,2.5712,2.9265
09/13/2019,2.5704,2.9278
09/14/2019,2.5669,2.9278
09/15/2019,2.5647,2.927
09/16/2019,2.564,2.9255
09/17/2019,2.5922,2.9388
09/18/2019,2.651,2.972
09/19/2019,2.6671,2.9901
09/20/2019,2.6693,2.9997
09/21/2019,2.6691,3.0073
09/22/2019,2.6676,3.0116
09/23/2019,2.6674,3.0132
09/24/2019,2.6599,3.0138
09/25/2019,2.6568,3.0148
09/26/2019,2.6554,3.0148
09/27/2019,2.6522,3.0146
09/28/2019,2.6521,3.0141
09/29/2019,2.6529,3.0149
09/30/2019,2.6541,3.0155
10/01/2019,2.6553,3.0116
